feat_1,feat_2,feat_3,feat_4,target
-1.46598974373064,0.7182950317002408,-1.231460361060015,-0.5620932485541829,-1
1.3638251047168377,-1.0601574540982928,-0.8906306468763057,1.2164993178081496,4
1.3638251047168377,0.1254775364340629,-1.5722900752437243,-1.1420690854114652,0
-0.8001509558606452,0.4513538203815525,1.1543476382259508,-0.2914378580207844,5
0.5315266198793444,-1.3340322033733107,-0.8906306468763057,0.017882588303099484,3
-0.13431216799065046,-1.4935035763688906,0.8135179240422413,0.7911837041128092,2
-0.30077186495814917,-1.5073706522815498,0.8135179240422413,0.6751885367413528,2
0.697986316846843,0.3681513649055977,0.47268820985853194,-1.1807341412019507,0
0.03214752897684822,-1.1918946752685546,0.8135179240422413,0.5978584251603818,0
0.697986316846843,-1.6460414114081412,-0.5498009326925962,0.13387775567455595,2
1.0309057107818405,1.2521774543376174,1.49517735240966,0.17254281146504144,4
-0.13431216799065046,0.8465654838923377,-1.231460361060015,1.177834262017664,1
0.5315266198793444,0.35428428899293857,0.8135179240422413,0.2498729230460124,3
0.03214752897684822,-1.5143041902378793,-0.8906306468763057,1.4871547083415482,0
-0.30077186495814917,0.5033553550540242,-0.20897121850888686,0.9845089830652367,1
-1.1330703497956427,-1.486570038412561,-0.8906306468763057,-1.4127244759448636,5
-1.46598974373064,-0.9873553055568324,0.47268820985853194,0.7911837041128092,2
-1.2995300467631414,0.6766938039622633,-0.8906306468763057,-0.17544269064932796,1
1.0309057107818405,0.8846999426521504,-0.20897121850888686,-0.2914378580207844,0
0.03214752897684822,-1.2750971307445094,-1.5722900752437243,1.564484819922519,2
0.8644460138143417,1.1828420747743216,-0.8906306468763057,0.3272030346269834,4
0.5315266198793444,-1.5073706522815498,-0.5498009326925962,1.0618390946462077,4
-1.46598974373064,0.5588236587046608,0.47268820985853194,0.056547644093584974,3
-0.46723156192564785,0.9956365499534233,-0.20897121850888686,-0.9487438064590378,2
-1.1330703497956427,-1.5697724938885158,1.1543476382259508,-0.6780884159256393,5
-0.30077186495814917,1.2105762265996398,1.49517735240966,0.48186325778892536,3
0.8644460138143417,-0.3529365825526771,0.47268820985853194,-0.8714136948780667,3
1.0309057107818405,0.43748674446889335,-0.5498009326925962,-1.1420690854114652,-1
1.863204195619334,-1.1121589887707646,-0.20897121850888686,1.3324944851796061,1
0.8644460138143417,-0.848684546430241,-1.231460361060015,1.177834262017664,1
0.3650669229118456,0.5380230448356721,0.13185849567482252,1.3711595409700916,4
-0.46723156192564785,0.08387630869608549,-0.8906306468763057,0.6751885367413528,2
1.197365407749339,1.3804479065297142,-0.8906306468763057,1.1005041504366933,4
-0.46723156192564785,0.2572147576043246,-0.20897121850888686,1.5258197641320335,2
0.697986316846843,-0.34600304459634756,-0.8906306468763057,1.177834262017664,3
-0.30077186495814917,1.6369888109139081,-0.8906306468763057,0.2885379788364979,3
-0.30077186495814917,0.874299635717656,0.13185849567482252,-0.9487438064590378,3
-1.6324494406981387,1.3111125269664186,-0.5498009326925962,0.3272030346269834,2
0.1986072259443469,0.1428113813248868,-0.8906306468763057,-1.5287196433163202,2
0.8644460138143417,0.7980307181980307,-1.5722900752437243,1.177834262017664,-1
0.5315266198793444,-1.7812454015565675,-0.5498009326925962,0.2498729230460124,1
-0.13431216799065046,-1.0705577610327872,-1.5722900752437243,-0.33010291381126994,2
-1.7989091376656374,-0.7828159358451102,1.1543476382259508,-1.374059420154378,0
-1.6324494406981387,0.5033553550540242,0.13185849567482252,-0.7167534717161248,0
1.0309057107818405,0.7078947247657464,0.8135179240422413,-0.2914378580207844,-1
-0.13431216799065046,-0.7100137873036497,0.8135179240422413,-1.4513895317353491,4
-1.46598974373064,0.29188244738597247,-0.20897121850888686,-1.760709978059233,4
-1.46598974373064,0.9263011703901277,-0.8906306468763057,-0.09811257906835698,1
0.3650669229118456,-1.1364263716179182,0.47268820985853194,0.8685138156937803,4
-1.1330703497956427,-0.10332921612481277,1.1543476382259508,0.7911837041128092,2
0.3650669229118456,-0.9665546916878437,-0.8906306468763057,1.0231740388557222,4
